match_weight,is_match,unique_id_l,unique_id_r,first_name_l,first_name_r,gamma_first_name,tf_first_name_l,tf_first_name_r,bf_first_name,bf_tf_adj_first_name,surname_l,surname_r,gamma_surname,tf_surname_l,tf_surname_r,bf_surname,bf_tf_adj_surname,dob_l,dob_r,gamma_dob,bf_dob,city_l,city_r,gamma_city,tf_city_l,tf_city_r,bf_city,bf_tf_adj_city,email_l,email_r,gamma_email,tf_email_l,tf_email_r,bf_email,bf_tf_adj_email,match_key,predicted_match
4.731188456644671,0.9637156561554924,8,9,,Evie,-1,,0.0084235860409145,1.0,1.0,Dean,Dean,4,0.0036630036630036,0.0036630036630036,1024.0,0.2532714843749999,2015-03-03,2015-03-03,2,1024.0,,Pootsmruth,-1,,0.001230012300123,1.0,1.0,,evihd56@earris-bailey.net,-1,,0.0012674271229404,1.0,1.0,1,1.0
9.618926947805033,0.998729828150482,26,28,Thomas,Thomas,4,0.0060168471720818,0.0060168471720818,1024.0,0.154189453125,Gabriel,Gabriel,4,0.0048840048840048,0.0048840048840048,1024.0,0.18995361328125,1976-09-15,1976-09-15,2,1024.0,Loodon,London,0,0.001230012300123,0.2127921279212792,0.03125,1.0,gabriel.t54@nnichls.info,gabriel.t54@nichols.info,3,0.0012674271229404,0.0025348542458808,8.0,1.0,1,1.0
4.618926947805032,0.9608943005326154,29,30,Thomas,Thomas,4,0.0060168471720818,0.0060168471720818,1024.0,0.154189453125,Gabriel,Gabriel,4,0.0048840048840048,0.0048840048840048,1024.0,0.18995361328125,1976-08-15,1976-09-15,1,8.0,,London,-1,,0.2127921279212792,1.0,1.0,,gabriel.t54@nlchois.info,-1,,0.0012674271229404,1.0,1.0,1,1.0
22.11806262723124,0.999999780315403,37,39,Theodore,Theodore,4,0.0120336943441636,0.0120336943441636,1024.0,0.0770947265625,Morris,Morris,4,0.0048840048840048,0.0048840048840048,1024.0,0.18995361328125,1978-08-19,1978-08-19,2,1024.0,Birmingham,Birmingham,1,0.04920049200492,0.04920049200492,1024.0,0.018856201171875,t.m39@brooks-sawyer.com,t.m39@brooks-sawyer.com,4,0.0063371356147021,0.0063371356147021,1024.0,0.146396484375,0,1.0
2.994222862478465,0.8884927756165515,83,84,Ran,Ryan,3,0.0012033694344163,0.0060168471720818,8.0,1.0,Cole,Cole,4,0.0061050061050061,0.0061050061050061,1024.0,0.1519628906249999,1988-06-27,1988-05-27,1,8.0,,Bristol,-1,,0.019680196801968,1.0,1.0,r.cole1@ramirez-anthony.com,r.cole1@ramtrez-anihony.com,3,0.0063371356147021,0.0012674271229404,8.0,1.0,1,1.0
16.578157039099327,0.9999897794793586,90,94,Osacar,Oscra,2,0.0012033694344163,0.0012033694344163,1.259921049894873,1.0,Moore,Moore,4,0.0036630036630036,0.0036630036630036,1024.0,0.2532714843749999,2016-01-12,2016-01-12,2,1024.0,Liverpool,Liverpool,1,0.040590405904059,0.040590405904059,1024.0,0.0228560014204545,omoore64@randall.com,omoore64@randall.com,4,0.0076045627376425,0.0076045627376425,1024.0,0.1219970703125,1,1.0
13.91149037243266,0.999935107287186,94,95,Oscra,Ocar,1,0.0012033694344163,0.0012033694344163,0.1984251314960249,1.0,Moore,Moore,4,0.0036630036630036,0.0036630036630036,1024.0,0.2532714843749999,2016-01-12,2016-01-12,2,1024.0,Liverpool,Liverpool,1,0.040590405904059,0.040590405904059,1024.0,0.0228560014204545,omoore64@randall.com,omoore64@randall.com,4,0.0076045627376425,0.0076045627376425,1024.0,0.1219970703125,1,1.0
-1.6838490426341732,0.237369577155409,106,107,Miaisie,Maisie,1,0.0012033694344163,0.0048134777376654,0.1984251314960249,1.0,Walsh,Walsh,4,0.0024420024420024,0.0024420024420024,1024.0,0.3799072265625,2005-08-20,2005-08-20,2,1024.0,Bimminghar,Birmingham,0,0.001230012300123,0.04920049200492,0.03125,1.0,maiie.walsoh@hodge.com,maisie.walsh@hodge.com,2,0.0012674271229404,0.0025348542458808,1.259921049894873,1.0,1,0.0
0.6494842906991602,0.6106839804224428,118,119,,Dylan,-1,,0.0072202166064981,1.0,1.0,Macdonald,Macdonald,4,0.0024420024420024,0.0024420024420024,1024.0,0.3799072265625,1985-10-15,1985-10-15,2,1024.0,London,Lodon,0,0.2127921279212792,0.009840098400984,0.03125,1.0,dmacdoald@riverb-glass.siz,dmacdonald@rivers-glass.biz,2,0.0012674271229404,0.0025348542458808,1.259921049894873,1.0,1,1.0
17.140277848811472,0.9999930775595712,142,144,Harry,Harry,4,0.0108303249097472,0.0108303249097472,1024.0,0.0856608072916666,,May,-1,,0.0097680097680097,1.0,1.0,1987-10-28,1987-10-28,2,1024.0,Cardiff,Cardiff,1,0.014760147601476,0.014760147601476,1024.0,0.06285400390625,hmay32@richardson-rhodes.com,hmay32@richardson-rhodes.com,4,0.0038022813688212,0.0038022813688212,1024.0,0.243994140625,0,1.0
2.311498422612785,0.8323268431539109,165,166,Elizabeth,Elizabeth,4,0.01323706377858,0.01323706377858,1024.0,0.0700861150568181,Wright,Wright,4,0.0109890109890109,0.0109890109890109,1024.0,0.0844238281249999,1994-02-01,1994-02-03,1,8.0,,Swansea,-1,,0.015990159901599,1.0,1.0,,elizabeth.w@sullivan-anderson.info,-1,,0.0050697084917617,1.0,1.0,1,1.0
9.311498422612786,0.9984286363629123,165,168,Elizabeth,Elizabeth,4,0.01323706377858,0.01323706377858,1024.0,0.0700861150568181,Wright,Wright,4,0.0109890109890109,0.0109890109890109,1024.0,0.0844238281249999,1994-02-01,1994-02-01,2,1024.0,,Swasea,-1,,0.002460024600246,1.0,1.0,,elizabeth.w@sullivan-anderson.info,-1,,0.0050697084917617,1.0,1.0,1,1.0
6.146225955923515,0.986077643834411,165,169,Elizabeth,Elizaeth,3,0.01323706377858,0.0012033694344163,8.0,1.0,Wright,Wright,4,0.0109890109890109,0.0109890109890109,1024.0,0.0844238281249999,1994-02-01,1994-02-01,2,1024.0,,awansS,-1,,0.001230012300123,1.0,1.0,,elizabeth.w@sullivan-anderson.info,-1,,0.0050697084917617,1.0,1.0,1,1.0
16.154588503256356,0.9999862918660504,181,182,Freddie,Freddie,4,0.0180505415162454,0.0180505415162454,1024.0,0.0513964843749999,Holmes,Holmes,4,0.0061050061050061,0.0061050061050061,1024.0,0.1519628906249999,1992-10-02,1993-10-02,1,8.0,Kingston-upon-Hull,Kingston-upon-Hull,1,0.015990159901599,0.015990159901599,1024.0,0.0580190805288461,fholmes@duncan.com,fholmes@duncan.com,4,0.0050697084917617,0.0050697084917617,1024.0,0.18299560546875,0,1.0
